0.0014	2.654	0	0	0.0014	2.654	0	2.75	0	1
-4.10203	0.255464	0.000406965	0.7715	0.0837955	3.33825	-0.022	3.0991	-0.1097	0.994
-0.1168	3.4553	-0.00040696	-0.7715	-0.1168	3.4553	-0.0938	3.4924	-0.2334	0.9724
1.84943e+009	-975555	2.50372	-1.31922	-0.208407	3.98856	-0.2143	3.8735	-0.3535	0.9354
-0.3235	4.1832	-5.00801	1.32054	-0.3235	4.1832	-0.3817	4.2365	-0.4679	0.8838
-3.45698e+009	-1.31102e+010	-6.31063	-18.2964	-0.971248	4.75216	-0.5932	4.5757	-0.575	0.8181
-0.694	4.8045	10.9917	36.0488	-0.694	4.8045	-0.8456	4.8857	-0.673	0.7396
-9.49136e+010	2.89402e+010	-129.111	40.1116	-1.03663	4.82091	-1.1348	5.1616	-0.7604	0.6494
-1.60132	5.4847	257.632	-79.2991	-1.6013	5.4847	-1.4564	5.3991	-0.8358	0.549
2.20465e+011	7.16262e+011	299.071	970.082	-1.94287	6.03402	-1.8051	5.5945	-0.898	0.4399
-2.34045	5.5708	-597.601	-1939.96	-2.3405	5.5713	-2.1756	5.7445	-0.9461	0.3239
5.65361e+012	-1.74158e+012	7655.39	-2359.32	-2.54171	5.97332	-2.562	5.847	-0.9792	0.2028
-3.14063	5.89746	-15310.9	4717.57	-3.1408	5.8965	-2.9582	5.9002	-0.9969	0.0785
-1.47664e+013	-4.79242e+013	-19995.8	-64893.9	-3.58828	5.87366	-3.3579	5.9033	-0.9989	-0.0471
-3.84375	5.65625	39990.8	129787	-3.8427	5.6471	-3.7549	5.8563	-0.9851	-0.1719
-4.25223e+014	1.31022e+014	-575789	177415	-4.61698	6.10619	-4.1429	5.76	-0.9558	-0.294
-4.5	5.6875	1.15158e+006	-354830	-4.575	5.6315	-4.5157	5.6157	-0.9114	-0.4115
1.19471e+015	3.87735e+015	1.61774e+006	5.25027e+006	-4.94665	5.76902	-4.8675	5.4259	-0.8526	-0.5225
-5	6	-3.23548e+006	-1.05005e+007	-5.1586	5.2159	-5.1927	5.1935	-0.7804	-0.6252
3.66813e+016	-1.13024e+016	4.96697e+007	-1.53045e+007	-5.5435	5.44563	-5.4863	4.9222	-0.6959	-0.7181
0	4	-9.93393e+007	3.06089e+007	-5.6256	4.666	-5.7435	4.6162	-0.6004	-0.7997
-1.13205e+017	-3.67399e+017	-1.53289e+008	-4.9749e+008	-5.89454	4.36673	-5.9603	4.2804	-0.4955	-0.8686
0	0	3.06573e+008	9.94962e+008	-6.1953	3.7631	-6.1333	3.92	-0.3827	-0.9239
-3.82188e+018	1.17762e+018	-5.17516e+009	1.5946e+009	-6.01395	3.60815	-6.2599	3.5408	-0.2639	-0.9646
0	0	1.03318e+010	-3.1835e+009	-6.4809	3.3751	-6.3378	3.1487	-0.1409	-0.99
1.2797e+019	4.15318e+019	1.73283e+010	5.62377e+010	-6.04802	2.28819	-6.3661	2.75	-0.0157	-0.9999
0	0	-2.91518e+010	-9.46101e+010	-6.0513	2.3419	-6.3441	2.3509	0.1097	-0.994
-4.30574e+019	-1.3974e+020	-2.91518e+010	-9.46101e+010	-5.91397	1.92571	-6.2723	1.9576	0.2334	-0.9724
0	0	1.57159e+010	5.1005e+010	-6.0063	1.76	-6.1518	1.5765	0.3535	-0.9355
2.32126e+019	7.53349e+019	1.57159e+010	5.1005e+010	-6.08343	0.957991	-5.9844	1.2135	0.4679	-0.8838
0	0	-5.62443e+009	-1.82537e+010	-5.5375	0.8037	-5.7729	0.8743	0.575	-0.8182
-8.30733e+018	-2.69609e+019	-5.62443e+009	-1.82537e+010	-5.22662	0.487443	-5.5205	0.5643	0.673	-0.7396
0	0	1.89028e+009	6.13477e+009	-5.2075	0.4633	-5.2312	0.2884	0.7604	-0.6495
-2.827e+019	8.7107e+018	-2.55317e+010	7.86697e+009	-4.95283	0.068317	-4.9097	0.0509	0.8358	-0.549
0	4096	4.48478e+010	-1.38187e+010	-4.4819	-0.4556	-4.5609	-0.1444	0.898	-0.44
6.62405e+019	-2.04104e+019	4.48478e+010	-1.38187e+010	-4.22734	-0.131905	-4.1904	-0.2945	0.9461	-0.3239
0	0	-2.28646e+010	7.04515e+009	-3.8855	-0.5389	-3.804	-0.397	0.9792	-0.2028
-3.37712e+019	1.04057e+019	-2.28646e+010	7.04515e+009	-3.41584	-0.443425	-3.4079	-0.4502	0.9969	-0.0785
0	0	8.09793e+009	-2.49518e+009	-2.9343	-0.5169	-3.0081	-0.4533	0.9989	0.0471
-1.08831e+019	-3.53203e+019	-9.86502e+009	-3.20163e+010	-2.63485	-0.46693	-2.6112	-0.4063	0.9851	0.1719
0	0	1.70085e+010	5.52e+010	-2.2922	-0.4877	-2.2232	-0.31	0.9558	0.294
2.51217e+019	8.15309e+019	1.70085e+010	5.52e+010	-1.61894	-0.223511	-1.8504	-0.1657	0.9114	0.4115
0	0	-8.58766e+009	-2.78707e+010	-1.7633	0.3276	-1.4986	0.0241	0.8527	0.5225
-1.26841e+019	-4.11653e+019	-8.58766e+009	-2.78707e+010	-1.09617	0.240287	-1.1734	0.2565	0.7804	0.6252
-4096	-16384	3.0362e+009	9.85377e+009	-1.0835	1.069	-0.8798	0.5278	0.6959	0.7181
-3.25492e+019	1.00292e+019	-2.95044e+010	9.09105e+009	-0.810919	1.00196	-0.6226	0.8338	0.6004	0.7997
-16384	4096	4.98837e+010	-1.53704e+010	-0.6019	1.2532	-0.4058	1.1697	0.4955	0.8686
7.36787e+019	-2.27023e+019	4.98837e+010	-1.53704e+010	-0.162849	1.74783	-0.2327	1.53	0.3827	0.9239
0	0	-2.49122e+010	7.67609e+009	0.1132	1.7309	-0.1062	1.9092	0.2639	0.9645
-3.67956e+019	1.13377e+019	-2.49122e+010	7.67609e+009	0.0969241	2.1336	-0.0282	2.3013	0.1409	0.99
0	0	8.79071e+009	-2.70864e+009	0.0996	2.7465	0	2.7	0.0157	0.9999
6.17978e+018	2.00561e+019	5.60169e+009	1.81799e+010	0.0543962	3.02231	0.011	3.0997	0.0785	0.9969
0	0	-9.5876e+009	-3.11159e+010	0.0515	3.6849	0.0704	3.4949	0.2028	0.9792
-1.4161e+019	-4.59585e+019	-9.5876e+009	-3.11159e+010	-0.00805837	3.49809	0.1789	3.8797	0.324	0.9461
0	0	4.82085e+009	1.56458e+010	0.3083	4.2037	0.3348	4.2478	0.44	0.898
7.12044e+018	2.31089e+019	4.82085e+009	1.56458e+010	0.443082	4.62081	0.5356	4.5934	0.5491	0.8358
0	-8192	-1.70317e+009	-5.52753e+009	0.7363	4.7457	0.7781	4.9112	0.6495	0.7604
1.06778e+019	-3.29011e+018	9.67898e+009	-2.98234e+009	1.26325	4.74492	1.0585	5.1961	0.7397	0.673
0	0	-1.7064e+010	5.25786e+009	1.4935	5.2906	1.3724	5.4436	0.8182	0.575
-2.52037e+019	7.76591e+018	-1.7064e+010	5.25786e+009	1.36907	5.50862	1.7149	5.6497	0.8838	0.4679
-8192	-4096	8.72751e+009	-2.68917e+009	1.9992	5.8298	2.0805	5.8114	0.9355	0.3534
4.56627e+018	1.48195e+019	4.28063e+009	1.38925e+010	2.45951	5.59147	2.4635	5.9259	0.9724	0.2334
2048	4096	-7.26644e+009	-2.35828e+010	2.8471	5.9419	2.8578	5.9915	0.994	0.1097
-1.07326e+019	-3.48319e+019	-7.26644e+009	-2.35828e+010	3.30834	5.86081	3.2572	6.0072	0.9999	-0.0157
4096	0	3.67062e+009	1.19128e+010	3.6046	5.8556	3.6555	5.9727	0.99	-0.1409
-1.70686e+019	5.25927e+018	-1.60009e+010	4.93028e+009	3.98684	5.95322	4.0463	5.8886	0.9646	-0.2639
0	0	2.60328e+010	-8.02135e+009	4.4145	5.7634	4.4234	5.7562	0.9239	-0.3827
3.84506e+019	-1.18476e+019	2.60328e+010	-8.02135e+009	4.56158	5.42014	4.781	5.5775	0.8686	-0.4955
0	-4096	-1.28529e+010	3.9603e+009	5.1501	5.6664	5.1134	5.3554	0.7997	-0.6004
-1.89839e+019	5.84941e+018	-1.28529e+010	3.9603e+009	5.39907	4.97957	5.4153	5.0934	0.7181	-0.6959
0	0	4.52629e+009	-1.39466e+009	5.3605	4.8709	5.682	4.7956	0.6252	-0.7804
1.38811e+018	4.50501e+018	1.25826e+009	4.08359e+009	5.46387	4.37163	5.9093	4.4668	0.5225	-0.8527
512	-2048	-2.23282e+009	-7.24648e+009	6.0374	4.0149	6.0936	4.1121	0.4115	-0.9114
5.3508e+018	-1.64872e+018	7.24546e+009	-2.23251e+009	6.41607	3.54856	6.2319	3.737	0.294	-0.9558
0	-1024	-1.32471e+010	4.08177e+009	6.4906	3.5646	6.3222	3.3476	0.1719	-0.9851
-1.95661e+019	6.02881e+018	-1.32471e+010	4.08177e+009	6.13298	3.14007	6.3629	2.95	0.0471	-0.9989
0	0	7.49104e+009	-2.30818e+009	6.169	2.6531	6.3535	2.5503	-0.0785	-0.9969
1.15582e+018	3.75115e+018	1.08352e+009	3.5165e+009	6.32608	2.24133	6.2941	2.155	-0.2028	-0.9792
0	1024	-1.86412e+009	-6.04988e+009	6.0614	1.6724	6.1856	1.7703	-0.3239	-0.9461
2.1174e+018	-6.52424e+017	2.86714e+009	-8.83439e+008	6.08124	1.47981	6.0297	1.4022	-0.44	-0.898
0	0	-5.38102e+009	1.65803e+009	5.7262	1.2138	5.8289	1.0565	-0.549	-0.8358
-3.50363e+017	-1.13708e+018	-4.74422e+008	-1.53971e+009	5.66038	0.820199	5.5864	0.7388	-0.6495	-0.7604
0	0	9.01929e+008	2.92715e+009	5.1577	0.366	5.306	0.4539	-0.7396	-0.673
1.58827e+017	-4.89387e+016	2.15066e+008	-6.62673e+007	5.26134	-0.193705	4.992	0.2064	-0.8182	-0.575
64	-32	-4.23586e+008	1.30517e+008	4.629	0.1363	4.6496	0.0002	-0.8838	-0.4679
7.42159e+015	2.40863e+016	1.00495e+007	3.26149e+007	3.94328	-0.151891	4.284	-0.1614	-0.9354	-0.3535
4	16	-2.00924e+007	-6.52087e+007	3.8915	-0.4029	3.901	-0.2759	-0.9724	-0.2334
-7.01164e+015	2.16046e+015	-9.49438e+006	2.92546e+006	3.17148	-0.231292	3.5067	-0.3416	-0.994	-0.1097
0	0	1.89886e+007	-5.85087e+006	2.9466	-0.8169	3.1072	-0.3573	-0.9999	0.0157
-1.46133e+015	-4.74264e+015	-1.97876e+006	-6.42194e+006	2.60412	-0.444602	2.709	-0.3228	-0.99	0.1409
2.5	-2	3.95752e+006	1.28439e+007	2.386	-0.4522	2.3182	-0.2386	-0.9646	0.2639
5.15998e+014	-1.58992e+014	698706	-215289	2.56435	-0.0697676	1.941	-0.1062	-0.9239	0.3827
1.5	-0.125	-1.39741e+006	430578	1.4878	-0.1414	1.5835	0.0725	-0.8686	0.4955
-1.55749e+014	-5.05471e+014	-210896	-684453	0.939213	0.234725	1.2511	0.2946	-0.7997	0.6004
0.9375	0.75	421793	1.3689e+006	0.9222	0.6757	0.9492	0.5566	-0.7181	0.6959
-1.77279e+015	5.4624e+014	-2.40051e+006	739657	0.680102	0.817355	0.6825	0.8543	-0.6252	0.7804
-1	1.25	4.80102e+006	-1.47931e+006	0.3824	1.0327	0.4552	1.1832	-0.5225	0.8526
3.02901e+015	9.83046e+015	4.10154e+006	1.33113e+007	0.294164	1.57629	0.2709	1.5379	-0.4115	0.9114
0	0	-8.20309e+006	-2.66226e+007	0.0266	1.8129	0.1326	1.9129	-0.294	0.9558
6.21796e+016	-1.91591e+016	8.41967e+007	-2.59431e+007	-0.0215563	2.05219	0.0423	2.3024	-0.1719	0.9851
0	-8	-1.68393e+008	5.18861e+007	0.0203	2.698	0.0016	2.7	-0.0471	0.9989
